benutzer_id,recht_id,freigabe,script
Z001                                    ,QS-TEXTE                                ,V,
Z001                                    ,TERMINAL                                ,V,
Z002                                    ,AGEDIT                                  ,V,
Z002                                    ,APEDIT                                  ,L,
Z002                                    ,ARTAPL                                  ,V,
Z002                                    ,ARTEDIT                                 ,V,
Z002                                    ,ARTSTL                                  ,V,
Z002                                    ,FAAPL                                   ,V,
Z002                                    ,FAEDIT                                  ,L,
Z002                                    ,FASTL                                   ,V,
Z003                                    ,ARTEDIT                                 ,L,
Z003                                    ,BINBOOKING                              ,V,
Z003                                    ,MWBTTRANSFER                            ,V,
Z003                                    ,MWBUCHEN                                ,V,
Z003                                    ,MWCHARGE                                ,V,
Z003                                    ,MWEINGANG                               ,V,
Z003                                    ,QS-A                                    ,K,
Z003                                    ,TERMINAL                                ,L,
Z004                                    ,FAEDIT                                  ,L,
Z004                                    ,FARUECK                                 ,V,
Z004                                    ,FAVERWALTEN                             ,V,
Z005                                    ,FAAPL                                   ,V,
Z005                                    ,FAEDIT                                  ,V,
Z005                                    ,FASTL                                   ,V,
